Lot identifier,Lot name,Bidder number,Amount,Bid type,Status,Placed at,Bidder id
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),60,"12,000",manual,accepted,2025-02-06 01:39:27PM SAST,2704400
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"18,250",manual,accepted,2025-02-06 01:39:26PM SAST,2704233
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),27,"60,000",manual,accepted,2025-02-06 01:39:25PM SAST,2704156
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),4,"18,250",manual,accepted,2025-02-06 01:39:24PM SAST,1919665
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),22,"110,000",manual,accepted,2025-02-06 01:39:23PM SAST,2704140
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),60,"20,250",manual,accepted,2025-02-06 01:39:23PM SAST,2704400
36,I3370641 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2 M061251,4,"13,250",manual,accepted,2025-02-06 01:39:21PM SAST,1919665
52, D5060028 TRUCK TRACTOR M/BENZ 3343S/L CHR B8568 (1999),25,"165,000",manual,accepted,2025-02-06 01:39:21PM SAST,1899895
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),25,"107,500",manual,accepted,2025-02-06 01:39:19PM SAST,1899895
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),24,"20,000",manual,accepted,2025-02-06 01:39:18PM SAST,2704143
36,I3370641 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2 M061251,47,"13,000",manual,accepted,2025-02-06 01:39:15PM SAST,2704233
44,I3040113 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045582 (2012),27,"46,000",manual,accepted,2025-02-06 01:39:14PM SAST,2704156
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),34,"105,000",manual,accepted,2025-02-06 01:39:12PM SAST,2704195
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),32,"49,000",auto,accepted,2025-02-06 01:39:11PM SAST,2704176
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),27,"48,500",manual,outbid,2025-02-06 01:39:11PM SAST,2704156
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),28,"15,250",manual,accepted,2025-02-06 01:39:11PM SAST,2704157
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),22,"11,750",manual,accepted,2025-02-06 01:39:09PM SAST,2704140
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),27,"46,500",manual,accepted,2025-02-06 01:39:08PM SAST,2704156
36,I3370641 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2 M061251,60,"12,750",manual,accepted,2025-02-06 01:39:08PM SAST,2704400
52, D5060028 TRUCK TRACTOR M/BENZ 3343S/L CHR B8568 (1999),17,"162,500",manual,accepted,2025-02-06 01:39:08PM SAST,1898511
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),32,"48,000",auto,accepted,2025-02-06 01:39:06PM SAST,2704176
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),27,"47,500",manual,outbid,2025-02-06 01:39:06PM SAST,2704156
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),60,"15,000",manual,accepted,2025-02-06 01:39:05PM SAST,2704400
26,: I2710048 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI M013220 (2009,31,"36,000",manual,accepted,2025-02-06 01:39:04PM SAST,2704166
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),60,"11,500",manual,accepted,2025-02-06 01:39:04PM SAST,2704400
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),17,"135,000",auto,accepted,2025-02-06 01:39:03PM SAST,1898511
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),25,"132,500",manual,outbid,2025-02-06 01:39:03PM SAST,1899895
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),4,"59,000",manual,accepted,2025-02-06 01:39:03PM SAST,1919665
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),22,"102,500",manual,accepted,2025-02-06 01:39:02PM SAST,2704140
31, I3370417 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D WTE 3186 (2016),60,"19,750",manual,accepted,2025-02-06 01:39:02PM SAST,2704400
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),22,"11,250",manual,accepted,2025-02-06 01:39:01PM SAST,2704140
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),32,"50,000",maxbid,outbid,2025-02-06 01:39:00PM SAST,2704176
26,: I2710048 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI M013220 (2009,7,"35,500",manual,accepted,2025-02-06 01:38:52PM SAST,2703983
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),60,"19,750",manual,accepted,2025-02-06 01:38:52PM SAST,2704400
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),24,"50,500",auto,accepted,2025-02-06 01:38:52PM SAST,2704143
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),10,"50,000",manual,outbid,2025-02-06 01:38:52PM SAST,2704036
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),17,"46,000",manual,accepted,2025-02-06 01:38:52PM SAST,1898511
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),17,"130,000",auto,accepted,2025-02-06 01:38:49PM SAST,1898511
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),25,"127,500",manual,outbid,2025-02-06 01:38:49PM SAST,1899895
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),24,"19,500",manual,accepted,2025-02-06 01:38:44PM SAST,2704143
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),4,"59,000",manual,accepted,2025-02-06 01:38:43PM SAST,1919665
36,I3370641 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2 M061251,47,"12,500",manual,accepted,2025-02-06 01:38:43PM SAST,2704233
58,D1900064 TRUCK TIPPER TOYOTA 13135 4.5 M3 F5639 (1997,25,"93,000",manual,accepted,2025-02-06 01:38:43PM SAST,1899895
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),4,"54,000",manual,accepted,2025-02-06 01:38:41PM SAST,1919665
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),17,"125,000",auto,accepted,2025-02-06 01:38:41PM SAST,1898511
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),25,"122,500",manual,outbid,2025-02-06 01:38:41PM SAST,1899895
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),27,"58,000",manual,accepted,2025-02-06 01:38:39PM SAST,2704156
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),17,"120,000",auto,accepted,2025-02-06 01:38:38PM SAST,1898511
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),25,"117,500",manual,outbid,2025-02-06 01:38:38PM SAST,1899895
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),28,"14,750",manual,accepted,2025-02-06 01:38:38PM SAST,2704157
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),14,"11,000",manual,accepted,2025-02-06 01:38:35PM SAST,2704130
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),60,"19,250",manual,accepted,2025-02-06 01:38:34PM SAST,2704400
52, D5060028 TRUCK TRACTOR M/BENZ 3343S/L CHR B8568 (1999),25,"160,000",manual,accepted,2025-02-06 01:38:33PM SAST,1899895
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),22,"10,750",manual,accepted,2025-02-06 01:38:29PM SAST,2704140
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),24,"19,000",manual,accepted,2025-02-06 01:38:29PM SAST,2704143
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),4,"57,000",manual,accepted,2025-02-06 01:38:27PM SAST,1919665
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),14,"10,500",manual,accepted,2025-02-06 01:38:26PM SAST,2704130
31, I3370417 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D WTE 3186 (2016),24,"19,500",manual,accepted,2025-02-06 01:38:24PM SAST,2704143
46,I2350114 TRUCK LDV 4X2 TOYOTA HILUX 1 TON E8686 (2002),33,"56,000",auto,accepted,2025-02-06 01:38:24PM SAST,2704190
46,I2350114 TRUCK LDV 4X2 TOYOTA HILUX 1 TON E8686 (2002),17,"55,000",manual,outbid,2025-02-06 01:38:24PM SAST,1898511
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),24,"49,500",auto,accepted,2025-02-06 01:38:24PM SAST,2704143
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),10,"49,000",manual,outbid,2025-02-06 01:38:24PM SAST,2704036
36,I3370641 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2 M061251,60,"12,250",manual,accepted,2025-02-06 01:38:23PM SAST,2704400
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),27,"56,000",manual,accepted,2025-02-06 01:38:22PM SAST,2704156
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),22,"10,250",manual,accepted,2025-02-06 01:38:20PM SAST,2704140
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"18,000",manual,accepted,2025-02-06 01:38:20PM SAST,2704400
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),32,"47,000",manual,accepted,2025-02-06 01:38:19PM SAST,2704176
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),25,"100,000",manual,accepted,2025-02-06 01:38:19PM SAST,1899895
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),41,"53,000",manual,accepted,2025-02-06 01:38:18PM SAST,2704216
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),41,"58,000",manual,accepted,2025-02-06 01:38:16PM SAST,2704216
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),24,"48,500",auto,accepted,2025-02-06 01:38:15PM SAST,2704143
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),10,"48,000",manual,outbid,2025-02-06 01:38:15PM SAST,2704036
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),60,"14,500",manual,accepted,2025-02-06 01:38:15PM SAST,2704400
46,I2350114 TRUCK LDV 4X2 TOYOTA HILUX 1 TON E8686 (2002),33,"54,000",auto,accepted,2025-02-06 01:38:14PM SAST,2704190
46,I2350114 TRUCK LDV 4X2 TOYOTA HILUX 1 TON E8686 (2002),33,"60,000",maxbid,outbid,2025-02-06 01:38:14PM SAST,2704190
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),4,"55,000",manual,accepted,2025-02-06 01:38:12PM SAST,1919665
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),27,"46,500",manual,accepted,2025-02-06 01:38:11PM SAST,2704156
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),60,"10,000",manual,accepted,2025-02-06 01:38:11PM SAST,2704400
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),22,"99,000",manual,accepted,2025-02-06 01:38:11PM SAST,2704140
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),24,"47,500",auto,accepted,2025-02-06 01:38:08PM SAST,2704143
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),10,"47,000",manual,outbid,2025-02-06 01:38:08PM SAST,2704036
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),25,"98,000",manual,accepted,2025-02-06 01:38:07PM SAST,1899895
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),4,"14,250",manual,accepted,2025-02-06 01:38:05PM SAST,1919665
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),14,"9,900",manual,accepted,2025-02-06 01:38:04PM SAST,2704130
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),22,"97,000",manual,accepted,2025-02-06 01:38:04PM SAST,2704140
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),27,"54,000",manual,accepted,2025-02-06 01:38:01PM SAST,2704156
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),25,"96,000",manual,accepted,2025-02-06 01:37:58PM SAST,1899895
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),4,"17,750",manual,accepted,2025-02-06 01:37:58PM SAST,1919665
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),24,"50,500",maxbid,outbid,2025-02-06 01:37:58PM SAST,2704143
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),60,"9,800",manual,accepted,2025-02-06 01:37:56PM SAST,2704400
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),34,"57,000",manual,accepted,2025-02-06 01:37:51PM SAST,2704195
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"17,500",manual,accepted,2025-02-06 01:37:51PM SAST,2704233
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),4,"53,000",manual,accepted,2025-02-06 01:37:49PM SAST,1919665
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),22,"95,000",manual,accepted,2025-02-06 01:37:47PM SAST,2704140
36,I3370641 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2 M061251,4,"12,000",manual,accepted,2025-02-06 01:37:45PM SAST,1919665
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),41,"56,000",manual,accepted,2025-02-06 01:37:44PM SAST,2704216
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),24,"46,500",manual,accepted,2025-02-06 01:37:44PM SAST,2704143
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),14,"9,700",manual,accepted,2025-02-06 01:37:44PM SAST,2704130
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),28,"14,000",manual,accepted,2025-02-06 01:37:41PM SAST,2704157
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),27,"45,500",manual,accepted,2025-02-06 01:37:41PM SAST,2704156
44,I3040113 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045582 (2012),17,"45,500",auto,accepted,2025-02-06 01:37:39PM SAST,1898511
44,I3040113 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045582 (2012),4,"45,500",manual,rejected,2025-02-06 01:37:39PM SAST,1919665
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),32,"45,000",auto,accepted,2025-02-06 01:37:38PM SAST,2704176
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),27,"44,500",manual,outbid,2025-02-06 01:37:38PM SAST,2704156
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),34,"55,000",manual,accepted,2025-02-06 01:37:36PM SAST,2704195
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"18,000",manual,accepted,2025-02-06 01:37:36PM SAST,2704220
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),60,"9,600",manual,accepted,2025-02-06 01:37:33PM SAST,2704400
24, I2710056 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI H0618 (2009),31,"27,000",manual,sold,2025-02-06 01:37:33PM SAST,2704166
60, I2870145 BUS PASSENGER 35-SEAT TATA LPO918 M027412 (2012),18,"73,000",manual,accepted,2025-02-06 01:37:33PM SAST,2704134
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),41,"54,000",manual,accepted,2025-02-06 01:37:32PM SAST,2704216
46,I2350114 TRUCK LDV 4X2 TOYOTA HILUX 1 TON E8686 (2002),41,"53,000",manual,accepted,2025-02-06 01:37:31PM SAST,2704216
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),34,"94,000",manual,accepted,2025-02-06 01:37:28PM SAST,2704195
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),60,"13,750",manual,accepted,2025-02-06 01:37:26PM SAST,2704400
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),14,"9,500",manual,accepted,2025-02-06 01:37:25PM SAST,2704130
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),34,"52,000",manual,accepted,2025-02-06 01:37:25PM SAST,2704195
24, I2710056 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI H0618 (2009),61,"26,500",manual,accepted,2025-02-06 01:37:25PM SAST,1530197
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),32,"46,000",manual,accepted,2025-02-06 01:37:25PM SAST,2704176
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),27,"52,000",manual,accepted,2025-02-06 01:37:24PM SAST,2704156
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),34,"53,000",manual,accepted,2025-02-06 01:37:23PM SAST,2704195
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),22,"93,000",manual,accepted,2025-02-06 01:37:23PM SAST,2704140
52, D5060028 TRUCK TRACTOR M/BENZ 3343S/L CHR B8568 (1999),17,"157,500",manual,accepted,2025-02-06 01:37:22PM SAST,1898511
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"17,750",manual,accepted,2025-02-06 01:37:21PM SAST,2704233
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),4,"51,000",manual,accepted,2025-02-06 01:37:20PM SAST,1919665
33,: I3370657 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M061253 (2016),28,"13,500",manual,accepted,2025-02-06 01:37:20PM SAST,2704157
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),60,"9,400",manual,accepted,2025-02-06 01:37:18PM SAST,2704400
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),4,"52,000",manual,accepted,2025-02-06 01:37:18PM SAST,1919665
40, I2880171 TRUCK LDV 4X2 NISSAN HARDBODY 2.5TDI M011379 (2010),27,"45,500",manual,accepted,2025-02-06 01:37:18PM SAST,2704156
26,: I2710048 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI M013220 (2009,31,"35,000",manual,accepted,2025-02-06 01:37:16PM SAST,2704166
51,S2170019 CRANE MOBILE TADANO TL250E 25 TON H0536 (2012),25,"92,000",manual,accepted,2025-02-06 01:37:16PM SAST,1899895
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),14,"9,300",manual,accepted,2025-02-06 01:37:15PM SAST,2704130
52, D5060028 TRUCK TRACTOR M/BENZ 3343S/L CHR B8568 (1999),25,"155,000",manual,accepted,2025-02-06 01:37:15PM SAST,1899895
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),43,"17,500",manual,accepted,2025-02-06 01:37:14PM SAST,2704220
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),32,"44,000",auto,accepted,2025-02-06 01:37:14PM SAST,2704176
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),27,"43,500",manual,outbid,2025-02-06 01:37:14PM SAST,2704156
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),41,"50,000",manual,accepted,2025-02-06 01:37:14PM SAST,2704216
26,: I2710048 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI M013220 (2009,7,"34,500",manual,accepted,2025-02-06 01:37:12PM SAST,2703983
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),41,"51,000",manual,accepted,2025-02-06 01:37:12PM SAST,2704216
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),4,"51,000",manual,accepted,2025-02-06 01:37:10PM SAST,1919665
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),32,"43,000",auto,accepted,2025-02-06 01:37:10PM SAST,2704176
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),27,"42,500",manual,outbid,2025-02-06 01:37:10PM SAST,2704156
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),22,"49,500",manual,accepted,2025-02-06 01:37:10PM SAST,2704140
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),60,"17,250",manual,accepted,2025-02-06 01:37:08PM SAST,2704400
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),32,"42,000",auto,accepted,2025-02-06 01:37:06PM SAST,2704176
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),22,"9,200",manual,accepted,2025-02-06 01:37:06PM SAST,2704140
42, I3040061 TRUCK LDV 4X2 NISSAN NP300 K03 2.5TDI M045957 (2011),17,"41,500",manual,outbid,2025-02-06 01:37:06PM SAST,1898511
25,I2710072 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI A51780 (2009,31,"21,000",manual,accepted,2025-02-06 01:37:06PM SAST,2704166
11,F2320010 Pump Multi-Stage Matherplatt 150-200G L3684 (1982),47,"17,250",manual,accepted,2025-02-06 01:37:05PM SAST,2704233
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),10,"46,000",manual,accepted,2025-02-06 01:37:03PM SAST,2704036
56, I283-0027 TATA SIDE/D,24,"49,500",auto,accepted,2025-02-06 01:37:03PM SAST,2704143
56, I283-0027 TATA SIDE/D,4,"49,000",manual,outbid,2025-02-06 01:37:03PM SAST,1919665
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),60,"9,100",manual,accepted,2025-02-06 01:37:03PM SAST,2704400
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),34,"49,000",manual,accepted,2025-02-06 01:37:02PM SAST,2704195
35,I3370617 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D M085412 (2016),47,"17,000",manual,accepted,2025-02-06 01:37:00PM SAST,2704233
56, I283-0027 TATA SIDE/D,24,"48,500",auto,accepted,2025-02-06 01:37:00PM SAST,2704143
56, I283-0027 TATA SIDE/D,4,"48,000",manual,outbid,2025-02-06 01:37:00PM SAST,1919665
25,I2710072 BUS MINI 17 SEAT M/BENZ SPRINTER 308CDI A51780 (2009,61,"20,750",manual,accepted,2025-02-06 01:36:59PM SAST,1530197
47,C390013 LOADER SKIDSTEER BOBCAT S150 M012965 (2010),34,"50,000",manual,accepted,2025-02-06 01:36:57PM SAST,2704195
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),22,"9,000",manual,accepted,2025-02-06 01:36:57PM SAST,2704140
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),60,"18,750",manual,accepted,2025-02-06 01:36:56PM SAST,2704400
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),17,"115,000",auto,accepted,2025-02-06 01:36:55PM SAST,1898511
57,: D1810057 TRUCK TIPPER M/BENZ 1413K-32 4 L2945 (2011),4,"112,500",manual,outbid,2025-02-06 01:36:55PM SAST,1919665
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),24,"18,500",auto,accepted,2025-02-06 01:36:53PM SAST,2704143
30,3110028 TRUCK LDV 4X2 MANHINDRA BOLERO 2.5D M061589 (2014),60,"18,500",manual,rejected,2025-02-06 01:36:53PM SAST,2704400
56, I283-0027 TATA SIDE/D,24,"47,500",auto,accepted,2025-02-06 01:36:53PM SAST,2704143
56, I283-0027 TATA SIDE/D,4,"47,000",manual,outbid,2025-02-06 01:36:53PM SAST,1919665
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),14,"8,900",manual,accepted,2025-02-06 01:36:53PM SAST,2704130
34,I3420313 TRUCK LDV 4X2 ISUZU D-MAX 250 WTE4041 (2021),27,"50,000",manual,accepted,2025-02-06 01:36:50PM SAST,2704156
31, I3370417 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D WTE 3186 (2016),60,"19,250",manual,accepted,2025-02-06 01:36:49PM SAST,2704400
20,H1080016 ROLLER DOUBLE DRUM BOMAG BW75H.75 TON E0917 (2006),31,"22,500",manual,sold,2025-02-06 01:36:49PM SAST,2704166
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),4,"45,500",manual,accepted,2025-02-06 01:36:46PM SAST,1919665
32,I3370497 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2DWTE 3240 (2016),22,"8,800",manual,accepted,2025-02-06 01:36:43PM SAST,2704140
53, I2830069 TRUCK FLAT D/SIDE 5-TON TATA LPT1116 F9431 (2010),10,"45,000",manual,accepted,2025-02-06 01:36:42PM SAST,2704036
31, I3370417 TRUCK LDV 4X2 SC MANHINDRA GENIO 2.2D WTE 3186 (2016),47,"19,000",manual,accepted,2025-02-06 01:36:42PM SAST,2704233
48,C3610047 LOADER SKIDSTEER BOBCAT S150 40 M3 F3594 (1964),41,"48,500",manual,accepted,2025-02-06 01:36:42PM SAST,2704216
20,H1080016 ROLLER DOUBLE DRUM BOMAG BW75H.75 TON E0917 (2006),52,"22,250",manual,accepted,2025-02-06 01:36:41PM SAST,2704297
52, D5060028 TRUCK TRACTOR M/BENZ 3343S/L CHR B8568 (1999),17,"152,500",manual,accepted,2025-02-06 01:36:38PM SAST,1898511
49,N1920049 COMPRESSOR MOBILE ATALAS CPCO XA175DD F4433 (1998),30,"32,000",auto,sold,2025-02-06 01:36:37PM SAST,2704162
